owner,quantity,price
Calvin Graves,26,$1136.37
Stella Riley,61,$7975.04
Wayne Russell,18,$3376.14
Danny Copeland,59,$9470.08
Nancy Davidson,21,$6608.05
Dora Buchanan,34,$5588.02
Lillie Gilbert,23,$707.63
Joel Foster,27,$8945.27
Genevieve Barber,21,$7675.93
Gordon Sutton,55,$745.18
Lee Blake,25,$99.46
Jay Schmidt,24,$5966.31
Curtis Boyd,55,$7450.02
Maggie Coleman,62,$1034.59
Miguel Ford,41,$9651.75
Margaret Howard,36,$4864.19
Bernard Dennis,61,$9466.78
Jerome Parsons,20,$8116.22
Jeff Gill,49,$777.17
Katharine Pratt,30,$2547.65
Daniel Harris,60,$356.58
Teresa Snyder,57,$5189.71
Lucy Guzman,24,$8344.16
Etta Hanson,54,$7587.57
Linnie Cortez,35,$2589.00
Tom Fleming,22,$5936.99
Vernon Leonard,57,$8277.70
Gabriel Robbins,58,$8497.40
Randall Conner,53,$8012.17
Allie Howard,61,$5444.96
Violet Townsend,51,$7662.14
Evan Becker,42,$2976.51
Douglas Carter,54,$5983.73
Henrietta Murray,63,$3922.94
Bettie Maxwell,35,$681.54
Adeline Cooper,20,$1100.62
Louisa Lawrence,38,$3550.25
Lucas Hill,54,$1176.25
Pauline Soto,19,$4835.48
Juan Reese,24,$3269.65
Abbie Floyd,48,$9145.95
Ryan Becker,44,$8468.22
Lillie Butler,52,$5348.06
Blake Wright,45,$9143.54
Betty Johnson,59,$3842.46
Mitchell Morrison,57,$4394.07
Delia Estrada,34,$3862.10
Harry Sims,20,$1618.44
Katharine Taylor,22,$6042.71
Martin Hunt,58,$8211.47
Jay Maldonado,58,$2925.63
Josephine Roy,31,$1101.09
Adeline Morales,55,$9979.53
Lena Rivera,31,$4950.58
Carolyn Atkins,54,$7866.81
Jared Holloway,29,$3389.67
Connor Hansen,29,$7515.07
Virgie Fleming,30,$2917.41
Oscar Chapman,37,$7404.14
Glenn Vaughn,27,$2798.73
Pauline Hogan,32,$8411.02
Sean Perez,20,$2914.47
Rosetta Patton,65,$6774.28
Nell Davidson,29,$9574.39
Martha Matthews,47,$8718.94
Tom Holloway,27,$3401.56
Jerome Brown,62,$9237.80
Nannie Higgins,35,$4585.63
Eric Guzman,18,$1496.23
Dominic Gutierrez,34,$3020.17
Isabella Hubbard,54,$9581.17
Juan Yates,33,$1377.20
Albert Hale,57,$7386.85
Cecilia Hansen,53,$7232.43
Lucille Benson,44,$7941.56
Rhoda Barton,63,$1370.82
Alejandro Pearson,19,$8721.30
Rachel Sutton,60,$1071.32
Catherine Burke,29,$8910.89
Louisa Taylor,44,$9698.79
Rosetta Davidson,46,$1343.11
Leon Jacobs,24,$5918.71
Francis Clayton,59,$4008.88
Clara Thornton,43,$334.55
Ophelia Schneider,51,$3717.39
Jordan Harvey,64,$2147.75
Olive Gomez,20,$1833.48
Rosalie Hanson,29,$6150.07
Hattie Sullivan,63,$3036.55
Marie Hill,31,$3612.33
Alan Richardson,39,$9963.61
Tony Day,61,$9145.74
Leona Hamilton,33,$9864.18
Lucille Conner,28,$4143.18
Bettie Stevenson,48,$9023.22
Benjamin Roy,47,$4470.08
Roxie Walton,37,$1318.07
Kate Park,63,$8814.88
Isabelle Holland,40,$8343.14
Hunter Hubbard,65,$9827.86
Duane Howell,56,$9005.26
Rosie Bishop,60,$3607.09
Callie Gutierrez,40,$8379.19
Helena Marsh,25,$9636.34
Nina Hart,45,$3863.30
Robert Brady,54,$943.73
Minnie Reynolds,58,$1399.44
Clayton George,55,$8002.64
Augusta Stevenson,18,$2104.33
Roy Oliver,42,$3677.86
Nannie Robertson,30,$4895.92
Marion Nelson,47,$3828.32
Mark Sanchez,23,$654.45
Fred Brewer,49,$938.08
Eddie Sanchez,35,$9796.51
Claudia Strickland,37,$2989.21
Joel Ramos,38,$935.87
Mayme Gonzalez,41,$1863.84
Lewis Wells,64,$5848.55
Jack Willis,56,$724.49
Frances Higgins,25,$8092.35
Sallie Dennis,63,$7768.17
Carolyn Vargas,63,$4305.47
Christopher Cook,61,$5292.86
Ethel Newman,51,$4909.58
Olive Scott,62,$7192.37
Victoria Thornton,26,$8953.46
Vincent Rodriguez,22,$2788.87
Vera Edwards,59,$5533.54
David Wells,39,$4633.13
Ina May,34,$7680.17
Hunter Meyer,37,$2336.73
Lelia Wallace,48,$6441.55
Amelia Daniel,27,$2816.98
Polly Saunders,63,$3127.85
Addie Steele,35,$9751.83
Jayden Cooper,36,$3909.93
Carolyn Warren,43,$9316.84
Mabel Farmer,20,$3782.77
Myra Byrd,31,$9112.86
Violet Kelley,33,$1287.46
Esther Perkins,32,$4927.64
Beatrice Robertson,45,$1474.83
Ronald Ortega,33,$4482.24
Lena Salazar,62,$8378.93
Shawn Anderson,45,$6608.44
Lucas Wheeler,62,$8988.30
Tillie Bridges,45,$3598.45
Victoria Larson,52,$9339.06
Leona Pittman,40,$9690.39
Bettie Lopez,62,$4703.31
Ophelia Aguilar,32,$4073.60
Rosie Curtis,39,$375.44
Helena Clark,24,$617.63
Edwin Carlson,47,$7785.72
Franklin Willis,63,$8268.96
Alan Lawson,26,$4933.51
Frances Coleman,38,$9712.93
Estella Grant,49,$105.07
Katherine Benson,65,$4818.88
Jim Wade,52,$8871.53
Mae Warren,25,$3674.52
Phoebe McGuire,60,$7565.49
Victoria Tucker,35,$5001.92
Earl Roberts,22,$3920.20
Brent Green,33,$1748.26
Esther Torres,19,$20.70
Elnora Jackson,22,$5887.74
Isaac Griffin,53,$562.99
Adam Barber,27,$9206.94
Benjamin Ramsey,29,$895.81
Maude Gill,49,$4564.83
Myrtle Yates,42,$3294.78
Verna Silva,36,$317.54
Matilda McBride,58,$8967.54
Violet Arnold,50,$9870.82
Paul Mills,60,$8844.26
Lena Bryan,62,$6645.44
Blake Tyler,61,$3939.64
Glen Saunders,28,$2371.45
Olive Simmons,65,$7607.23
Genevieve Guzman,49,$3051.47
Todd Aguilar,35,$2038.09
Aaron Wade,35,$5090.18
Vernon Farmer,42,$2636.43
Jim Poole,63,$6201.94
Daniel Hines,27,$1027.11
Sarah Reed,60,$8835.26
Lillian Elliott,40,$3176.85
Max Chavez,50,$2243.39
Ada Morton,25,$666.11
Russell Roberts,45,$233.70
Iva McKinney,61,$6750.38
Alfred Coleman,29,$4634.68
Johanna Walsh,20,$2408.33
Myrtle Franklin,43,$1637.02
Mina Simon,52,$349.20
Caroline Yates,65,$1336.96
Travis Long,39,$4125.36
Sean Singleton,64,$5262.50
Allie McKinney,32,$2733.65
Chad Hernandez,52,$9004.55
Loretta Lee,43,$7121.37
Calvin Davidson,42,$8182.55
Gregory Burton,47,$9118.53
Adrian Roberson,36,$4776.67
Christina Huff,34,$2412.80
Nathaniel Ball,33,$5724.49
Clayton Gordon,60,$4419.82
Henrietta Reeves,48,$9265.81
Katharine Norris,48,$3874.39
Victoria Davidson,32,$6071.60
Edgar Wagner,37,$5602.97
Katherine Henderson,25,$4251.04
Eric Scott,36,$1846.02
Leonard Lindsey,40,$6766.51
Frederick Robbins,25,$6248.11
Ola Owens,37,$4021.91
Luis Bennett,44,$3112.28
Randall Jackson,45,$3785.58
Julia Wood,62,$9620.49
Genevieve Burgess,51,$896.88
Gertrude Ramirez,50,$9053.43
Johanna Graves,51,$8424.33
Mabel Pena,51,$6872.68
Alejandro Scott,33,$3735.14
Jason Nunez,43,$9372.52
Sean Kelley,51,$1705.62
Emilie Garner,58,$5356.47
Charlotte Barnett,40,$6030.66
Alice Lee,62,$9332.96
Bess Evans,65,$242.69
George Alexander,28,$7094.75
Caleb Alvarado,21,$1683.61
Randy Alvarado,30,$5525.76
Eugenia Hopkins,24,$6171.35
Isaiah Watts,19,$8589.02
Sara Stevens,42,$3210.15
Corey Lowe,64,$8983.97
Flora Pena,41,$1524.13
Abbie Soto,25,$4086.41
Alan Stewart,46,$3963.51
Isabel Poole,26,$9976.96
Lee Swanson,19,$9978.99
Hilda Collins,43,$2629.02
Ryan Gardner,27,$7254.62
Theresa Hodges,42,$7916.48
Ian Butler,51,$7404.16
Glen Reynolds,63,$8676.77
Mabelle Dawson,29,$4404.22
Mario Bridges,30,$8234.94
Katharine Keller,60,$6200.75
Dora Garcia,33,$1251.96
Adeline Henry,64,$2699.62
Louise Klein,31,$2698.97
Emma Rose,27,$7010.10
Ricky Rhodes,36,$5262.02
Shawn Mendez,34,$2167.98
Melvin Campbell,34,$7340.25
Steve Jackson,60,$7288.88
Frances Curry,34,$6662.65
Sara Beck,37,$4071.58
Christopher Hamilton,33,$8301.70
Nicholas Gonzales,28,$5532.22
Leah Medina,53,$6117.94
Olivia Todd,19,$3360.25
Verna Simmons,47,$7980.10
May Cobb,20,$5460.99
Norman Wilson,31,$380.92
Dylan Jackson,30,$3346.37
Harry Black,54,$7975.84
Chad Henry,43,$6562.46
Rena Bridges,29,$1889.82
John Long,38,$7584.21
Timothy Morris,56,$6259.36
Phoebe Woods,65,$6247.79
Seth Dawson,23,$8491.05
Philip Strickland,45,$7234.03
Landon Moreno,62,$14.24
Brent Sims,33,$4597.28
Brandon Barnes,53,$4200.84
Ella Patton,25,$296.17
Mayme Hudson,33,$8238.17
Lois Jones,62,$7742.76
Ida Bowen,45,$6823.43
Mayme Fuller,31,$2218.87
Brandon Blake,26,$3706.29
Dylan Robertson,56,$1239.51
Edith Stevenson,42,$7045.79
Sadie Fuller,30,$9248.15
Ellen Daniels,29,$2113.18
Bettie Shelton,50,$2763.51
Matilda Buchanan,46,$7470.95
Maud Frazier,26,$3973.02
Edith Walsh,42,$2686.44
Anne Stokes,40,$7252.42
Roy Ramirez,34,$2874.59
Herbert Spencer,58,$6452.06
Grace Griffin,22,$5341.68
Zachary Gordon,36,$8308.37
Alma Fitzgerald,19,$4812.65
Christopher Norris,42,$3954.20
Carl Pope,37,$502.21
Alberta Brooks,59,$484.91
Iva Morton,27,$3549.77
Gussie Maxwell,36,$895.99
Terry Rhodes,48,$4344.53
Justin Craig,30,$6863.72
Clyde Maxwell,37,$994.30
Nettie Turner,40,$7885.54
Alta Watts,27,$7243.94
Randy Spencer,29,$4738.48
Belle Watkins,56,$3501.92
Harold Glover,38,$3434.21
Lee Copeland,26,$6024.50
Christina Greer,58,$8575.93
Gabriel Jefferson,45,$9516.25
Norman Reynolds,44,$674.42
Devin Hardy,29,$6811.15
Madge Montgomery,41,$5571.92
Shane Kim,62,$519.07
Brian Myers,55,$8067.25
Edith Webster,33,$7400.73
Sadie Reeves,59,$130.21
Cody Hayes,47,$7285.78
Bryan Rivera,63,$7515.91
Maud Black,25,$6503.46
Robert Sanchez,58,$8109.00
Jeremiah Silva,19,$35.94
Shawn Roberson,25,$5463.94
David Guzman,41,$99.70
Madge Clayton,18,$4404.91
Wesley Sherman,50,$1235.98
Lucinda Reyes,55,$7225.67
Janie Coleman,58,$5213.10
Eugene Goodwin,29,$5021.01
Bertie Brock,40,$6791.51
Henry Wright,41,$5786.33
Gilbert Copeland,53,$7888.32
Roxie Morgan,49,$7912.81
Louise Norton,38,$9459.00
Don Jimenez,26,$2157.65
Fannie Manning,37,$3042.24
Ray Griffith,43,$6605.51
Howard Cruz,63,$593.68
Jayden Green,64,$8360.94
Angel Guzman,22,$7985.47
Nina Wallace,51,$0.63
Vernon Murray,22,$862.52
Della Morrison,46,$7498.78
Flora Burton,31,$4799.77
Douglas Diaz,61,$9897.35
Philip Green,62,$131.97
Elizabeth Mason,61,$2160.67
Anne Hernandez,24,$821.40
Catherine Holland,52,$1497.87
Bernard Long,19,$5731.45
Jose Young,30,$6888.67
Lulu Ramirez,49,$4779.69
Hester Burke,20,$6220.08
Tillie Gonzales,42,$2397.92
Matilda Dunn,32,$2046.61
Lina Pittman,60,$9665.16
Luke Schwartz,56,$1238.66
Eric Neal,64,$1812.24
Chad Steele,24,$510.42
Todd Bell,32,$6197.50
Joshua Silva,37,$4352.12
Minerva Poole,39,$9345.47
Peter French,31,$6599.21
Norman Wood,43,$2431.80
Estelle Green,28,$4763.70
Alan Lee,47,$2228.93
Eddie Warren,64,$2061.65
Caleb Walters,31,$499.32
Craig Nichols,58,$9830.24
Rose Wells,53,$4845.77
Augusta Underwood,21,$5996.28
Laura Figueroa,36,$4939.09
Verna Brady,32,$7740.34
Minerva Gonzales,44,$1438.37
Charles Schultz,38,$3952.58
Eric Garner,47,$8486.12
Jon Ryan,42,$1093.22
Travis Bridges,45,$8854.34
Cody Keller,31,$4433.13
Eleanor Strickland,35,$2317.90
Devin Meyer,28,$702.37
Lillie Hart,58,$99.47
Larry Simpson,37,$1703.49
Mamie Wheeler,31,$9638.15
Vincent Carr,63,$4284.96
Rachel Glover,56,$3680.78
Maurice Myers,49,$3239.95
Essie Robertson,29,$6229.48
Callie Casey,48,$4181.48
Elmer Brewer,46,$424.26
Rena Ellis,44,$7910.86
Eleanor Parks,29,$4699.12
Violet George,32,$8813.23
Amelia Peterson,47,$9975.96
Arthur Malone,32,$1329.46
Lenora Brooks,63,$7754.46
John Wilson,29,$4232.16
Eric Wheeler,39,$3632.76
Christine Ramos,64,$8703.87
Hunter Martin,31,$771.83
Effie Griffin,32,$4514.20
Keith Spencer,44,$1704.54
Lydia Andrews,45,$8902.13
Eva Weber,64,$8233.30
Teresa Owen,44,$3568.06
Marian Nichols,47,$7781.83
Kenneth Casey,48,$8943.26
Fanny Turner,47,$6828.36
Elsie Gregory,35,$1202.34
Adam Bryant,29,$6326.05
Rosie Mills,28,$3684.55
Patrick Stevenson,18,$6196.07
George Moran,56,$8069.38
Mable Pena,47,$4533.83
Garrett Murray,41,$3658.43
Alejandro Francis,38,$1837.82
Dustin Bowen,62,$838.76
Ruth Carr,56,$9814.19
Mary Ross,19,$8568.97
Lawrence Lamb,20,$4245.24
Louisa McDaniel,34,$5553.97
Douglas Kennedy,44,$3214.21
Justin Jensen,53,$292.18
Mabelle Copeland,22,$7414.84
Cory Summers,43,$4478.42
Estelle Ferguson,59,$1046.34
Jack Carroll,29,$1352.77
Luis Gordon,40,$7053.71
Eugenia Townsend,37,$1928.68
Augusta Thomas,25,$5607.54
Blake Chandler,37,$720.20
Isaac Singleton,56,$2909.16
Melvin Berry,32,$9948.56
Hester Turner,64,$4625.95
Florence Sanders,30,$7013.50
Phoebe Cruz,60,$1412.14
Lottie Lindsey,49,$4122.89
Jackson Osborne,59,$2042.67
Elsie Harvey,62,$6098.97
Cornelia Byrd,46,$6640.38
Tyler Hart,62,$8912.57
Oscar Edwards,26,$4646.74
Anne Hogan,42,$5778.22
Etta Baker,30,$7902.75
Connor Gill,51,$226.03
Cameron Flores,64,$175.01
Lucinda Chandler,63,$9511.92
Barry Jackson,35,$9131.10
Derrick Cannon,47,$5308.92
Emily Morales,46,$1719.08
Ralph Rice,37,$6650.30
Ina Ruiz,54,$2351.41
Phoebe Cain,50,$3323.98
Russell Dean,36,$8622.27
Eleanor Glover,23,$9504.94
Francis Copeland,62,$8250.28
Inez Nguyen,20,$8011.62
Emma Page,48,$3624.67
James Schwartz,24,$4921.20
Alta Underwood,22,$3156.32
Maud Dunn,32,$5362.09
Glen Holt,60,$2193.70
Jared Jenkins,39,$3270.46
Glenn Webb,62,$325.47
Lewis Castro,43,$125.77
Alta Kim,44,$7882.68
Caroline Watkins,37,$2698.86
Ollie Pena,57,$4868.31
Luis Cain,57,$9953.19
Jesus Wong,60,$8186.43
Matilda Andrews,26,$7226.51
Lettie Morales,63,$4526.24
Rosa Underwood,35,$1998.69
Victoria Howard,45,$9128.54
Pearl Swanson,34,$4608.31
Cole Singleton,30,$1574.06
Julian Fields,25,$6280.89
Seth Buchanan,22,$8990.00
Melvin Price,58,$9646.00
Jeanette Cross,57,$9649.95
Roger Burns,30,$6859.53
Luke Robinson,27,$1023.75
Ryan Holt,20,$5016.10
Sallie Simmons,49,$8200.13
Hilda Cole,21,$2388.30
Randall Graves,54,$5886.50
Charlotte Pittman,59,$1199.19
Polly Hodges,63,$8719.96
Bessie Lloyd,20,$8655.72
Julia Weaver,20,$6411.11
Victor Kennedy,39,$1351.50
Jennie Jefferson,42,$8613.42
Austin McCarthy,46,$2929.85
Mildred Holland,28,$9785.64
Nora Gonzalez,46,$5129.05
Jordan Allen,61,$8036.63
Jesse Price,30,$8781.18
Effie Lyons,60,$2132.47
Ada Rodriguez,63,$9803.20
Isaiah Lee,32,$5763.55
Delia Rodriguez,35,$7850.91
Louise Colon,56,$8043.90
Dominic Ramirez,57,$2329.45
Keith Sanchez,50,$691.92
Caleb Soto,27,$1317.20
Lucile Casey,24,$9812.59
Katherine Lawrence,19,$496.43
Jessie Padilla,34,$2941.29
Harvey Manning,20,$7640.89
Amelia Ramsey,20,$885.54
Clayton Holt,21,$9318.32
Ellen Martinez,19,$1992.89
Brent Pittman,35,$1355.81
Olivia Weber,40,$4654.18
Nicholas Vega,58,$3329.73
Roxie Bryan,57,$4699.06
Josie Tate,57,$2907.38
Mario Pope,28,$7314.72
Sophie Lawrence,43,$630.92
Manuel Keller,54,$6911.95
Estelle Carroll,26,$6927.70
Joe Lane,45,$8423.18
Cecelia Munoz,40,$9531.73
Noah Todd,20,$9505.59
Scott Walters,63,$919.96
Ellen Atkins,40,$7005.59
Anne Perkins,33,$9033.69
Mabel Morales,26,$4264.30
Aaron Adkins,34,$2601.47
Calvin Cannon,62,$180.95
Billy Lloyd,19,$1390.64
Ella James,41,$8691.14
Jeff Marsh,61,$6992.89
Nelle Gonzalez,18,$4571.85
Jeffery Bates,52,$3743.58
Gene Romero,62,$86.35
Blanche Strickland,43,$7125.87
Norman Cummings,27,$2662.02
Jacob Matthews,41,$2181.84
Adam King,56,$5394.32
Mollie Simmons,18,$7378.21
Viola Rodgers,37,$6632.65
Elsie Lee,21,$3135.88
Virgie Washington,41,$8457.84
Rhoda Zimmerman,22,$225.24
Calvin Cook,46,$6988.74
Jordan Colon,26,$7905.16
Nettie McDonald,55,$9204.82
Sophia Dunn,20,$2029.64
Annie Diaz,34,$1220.01
Francis Cortez,50,$6623.51
Vincent Sanchez,36,$1961.11
Bess Vaughn,21,$523.31
Clyde Fox,56,$6646.50
Blake Wolfe,44,$1988.42
Leon Harmon,54,$7941.87
Owen Mullins,59,$7229.56
Walter Haynes,49,$7621.62
Theresa Griffin,23,$8418.59
Maude Holland,55,$6459.75
Lawrence Barber,54,$9973.68
Christina Hines,37,$2202.38
Della Gregory,46,$1818.74
Elva Horton,29,$8535.98
Eula Malone,40,$5286.73
Lou Hale,46,$3591.29
Ruth Moss,52,$2937.36
Maggie Young,65,$5139.83
Sam Foster,45,$3665.12
Elmer Jennings,41,$4796.06
Kate Patton,41,$6658.90
Sean Martin,60,$2263.40
Catherine Ford,41,$4894.07
Jim Jimenez,45,$5104.58
Lola Crawford,21,$5990.83
Lewis Patton,40,$787.74
Nannie Bowman,27,$9187.70
Cameron Chambers,33,$5242.44
Miguel Greene,42,$8967.31
Martin Gomez,33,$3331.91
Iva Tate,65,$9404.36
Matilda Shaw,50,$7203.72
Vera Green,24,$587.87
Ian Love,35,$3648.49
Mina Malone,21,$7821.19
Elnora Craig,29,$9362.94
Susan Doyle,34,$7040.90
May Doyle,49,$8334.78
Beatrice Wells,62,$2363.65
Vincent Weaver,56,$9578.45
Arthur Lane,33,$8584.85
Frank Santos,24,$9602.54
Harold Harrington,52,$2787.75
Lawrence Mann,54,$5662.38
Rosetta Buchanan,62,$8927.70
Emma Spencer,33,$3499.47
Angel Wood,23,$5184.47
Sean Simmons,38,$9609.73
Jeremy Tate,21,$1882.48
Philip Lowe,64,$8733.04
Harvey Nelson,60,$4295.86
Edgar Hubbard,50,$4148.71
Erik Grant,31,$3683.21
Eliza Barnett,36,$6167.25
Jerome Marsh,51,$8859.75
Edwin Harris,54,$7748.88
Mabelle Cain,41,$9768.26
Albert Owens,20,$6820.47
Carlos Casey,27,$6416.15
Flora Terry,33,$8575.84
Lottie Owens,41,$2419.40
Herbert Martin,22,$4704.58
Jerry Long,30,$8599.11
Teresa Barton,58,$2334.07
Janie Hale,37,$3346.14
Laura Goodman,38,$5829.83
Jeff Swanson,60,$545.09
Stephen White,62,$7971.61
Jose Mullins,29,$6465.39
Dorothy Parsons,61,$4758.63
Edna Riley,49,$5204.83
Esther Mitchell,56,$7551.13
Manuel Robbins,45,$4797.04
Fanny Roy,28,$3629.83
Edwin Rios,23,$6764.57
Margaret Sims,19,$7200.45
Georgie McKinney,39,$8589.69
Blake Kim,42,$1095.70
Chase Watson,62,$600.97
Callie Rodriguez,55,$1112.48
Leo Kelley,64,$3751.91
Harry Doyle,23,$6404.60
Sadie Gomez,63,$1574.07
Callie Gregory,42,$1526.20
Leon Maxwell,49,$7769.57
Emilie Delgado,46,$6585.07
Marie Gonzales,21,$8745.37
Cornelia Zimmerman,53,$1561.52
Carl Greer,45,$5887.58
Jesse Ryan,23,$9965.41
Bess Woods,24,$7303.07
Della Berry,59,$4338.64
Jeanette Hughes,58,$6512.38
Henry Franklin,41,$6960.26
Frances Vargas,31,$4959.61
Laura Berry,58,$5312.01
Jesus Peterson,52,$7349.36
James Sullivan,65,$5075.63
Ray Lowe,43,$7273.17
Ralph Vasquez,55,$1040.49
Oscar Watson,38,$6721.09
Chad Freeman,38,$6241.94
Linnie Chandler,39,$1538.54
Bruce Ruiz,27,$7633.01
Lilly Rhodes,39,$8043.04
Myrtie Hampton,45,$7018.55
Della Goodwin,55,$3059.55
Amelia Day,20,$9134.88
Melvin Fuller,38,$6756.81
Hattie Neal,40,$2844.55
Miguel Lynch,31,$7019.98
Julian Vaughn,35,$6488.51
Katharine Frank,49,$7091.87
Stephen Burton,60,$9632.90
Maud Fernandez,48,$8917.40
Tillie Hardy,64,$2210.32
Lena Leonard,39,$5867.71
Lulu Floyd,36,$1302.22
Sally Brady,41,$1757.58
Ophelia Silva,40,$1967.51
Sam Lane,21,$7750.41
Jared McKinney,23,$2493.34
Steve Chambers,44,$1779.17
Fred Rodgers,46,$4107.26
Johnny Bush,39,$2233.56
Eugenia Griffith,38,$3856.86
Eva Willis,48,$7656.46
Maggie Briggs,44,$2539.72
Henry Adkins,33,$713.67
Myra Cobb,20,$5662.69
Carl Tran,53,$3081.70
Theodore Hines,33,$9869.37
Samuel Carlson,20,$7335.47
Trevor Barton,18,$8059.19
Jeff Davis,57,$6351.93
Clara Miles,32,$6064.94
Ada Swanson,29,$8415.08
Mabel Washington,54,$1242.90
Marie Conner,35,$8856.55
Martha Gibson,47,$4252.74
Sadie Pittman,63,$9674.28
Harriet Griffith,61,$3438.93
Lina Sutton,29,$4773.50
Dorothy Singleton,19,$30.06
Sue Sullivan,62,$9595.20
Hulda Riley,24,$4542.99
Lula Singleton,50,$6913.17
Gregory Warner,27,$6037.84
Callie Flowers,27,$8689.61
Rosalie Austin,40,$1322.29
Beatrice Gordon,20,$7608.28
Cory Cruz,50,$2056.85
Tony McCarthy,53,$1658.27
Celia Cannon,31,$6812.11
Joe Dean,18,$2219.06
Augusta Willis,53,$4523.42
Mitchell Summers,56,$3950.36
Georgia Roy,49,$3681.13
Isabelle Horton,39,$5440.94
Harvey Harmon,34,$3681.29
Alma Lee,55,$3808.20
Maggie Atkins,44,$4983.71
Corey Newman,52,$8196.81
Arthur Welch,24,$9091.66
Marian Luna,49,$3592.89
Fanny Massey,65,$9583.61
Eliza Wilkins,40,$9955.53
Millie Wade,28,$2454.78
Philip Harvey,29,$5350.50
Dean Miller,29,$3910.05
Essie Austin,54,$2174.33
Dora Bradley,64,$6436.11
Emily Hopkins,46,$3948.30
Thomas Jones,41,$7632.12
Hannah Cannon,49,$4320.10
Lena Curry,58,$1186.77
Lida Fletcher,23,$6240.30
Johnny Hammond,65,$7915.71
Melvin Farmer,63,$6670.97
Joel Brewer,65,$3351.39
Eugenia West,42,$7869.69
Harriett Griffith,18,$2567.02
Franklin Osborne,31,$850.96
Cora Schmidt,41,$2356.15
Calvin Hines,50,$7149.85
Joshua Daniel,29,$5699.56
Jean Anderson,18,$7695.92
Tom Pierce,28,$9114.99
Hallie Zimmerman,49,$6755.62
Pauline Munoz,26,$8821.14
Jordan Russell,51,$6726.60
Leon Roberts,58,$5886.11
Max Clarke,63,$7291.59
Gene Lawrence,47,$4885.13
Eula Cook,58,$83.84
Dylan Beck,35,$8025.30
Carrie Erickson,23,$7954.09
Olivia Lyons,36,$5646.22
Jim Thomas,61,$6610.72
Leroy Casey,51,$8394.21
Kevin Baldwin,40,$751.06
William Ferguson,24,$6909.62
Marvin Welch,18,$111.00
Olivia Gilbert,54,$3912.55
Henrietta Welch,58,$7307.68
Duane Ortiz,27,$6540.75
Helena Snyder,40,$5338.39
Leroy Diaz,47,$6544.46
Evan Collier,29,$4309.16
Ollie Manning,33,$1143.23
Henry Norman,30,$1899.82
Thomas Manning,37,$9737.82
Esther McKinney,49,$6447.34
Dominic Bryant,61,$601.81
Marc Cunningham,56,$3957.09
Lydia Neal,43,$6943.77
Winifred Banks,27,$9710.92
Miguel Riley,27,$6614.12
Theodore Potter,25,$2518.33
Lou Simpson,58,$8729.38
Esther Francis,20,$9855.42
Gene Cannon,47,$7794.30
Ella Moody,20,$3024.38
Leo Mack,46,$4256.62
Kate Powers,57,$7180.60
Pearl Hines,49,$3741.82
Lucille Flores,27,$1909.13
Ophelia Newton,52,$479.51
Henrietta Riley,37,$4626.55
Carrie Meyer,22,$897.78
Sean Wright,20,$399.67
Mittie Banks,29,$533.58
Edward Davis,18,$1643.66
Brent Owens,47,$3172.38
Viola Jennings,65,$7421.75
Todd Bailey,29,$8116.79
Leona Summers,59,$7288.39
Cameron Norton,42,$5268.58
Ola Bates,32,$2831.46
Dennis Rivera,29,$9620.46
Amelia Olson,27,$2103.68
Gene Nguyen,37,$7623.76
Leona Young,38,$4129.38
Beulah Page,43,$9311.52
Jesus Hoffman,60,$4422.40
Gabriel Powers,39,$9868.08
Bill Black,50,$6926.77
Jon Wood,55,$788.90
Mike Henderson,59,$4710.68
Mabel Benson,56,$1814.84
Susan Morgan,54,$854.79
Anthony Turner,48,$6817.58
Marie Armstrong,62,$6586.21
Lillian Richards,24,$8607.55
Andre Nash,61,$4050.10
Ralph Reid,50,$6460.66
Cory Harrison,45,$8585.25
Austin Pierce,40,$9667.98
Steven Vaughn,36,$6104.73
Bess Roy,42,$3887.26
Virginia Houston,37,$1547.06
Cecilia Hicks,46,$2542.01
Ian Cohen,26,$3655.71
Jorge Mason,54,$3547.65
Christina Wilkerson,37,$5463.38
Johanna Walters,64,$773.84
Ian Sandoval,61,$3532.41
Jackson Craig,53,$1669.48
Bradley Armstrong,63,$2048.52
Hettie Brock,25,$1282.12
Mamie Ryan,40,$6876.35
Ada Alexander,26,$3969.21
Willie Cobb,23,$5444.98
Rose Sparks,55,$1352.44
Jose Reid,53,$2031.26
Jerry Scott,22,$8970.07
Teresa Yates,46,$9809.76
Helen Dean,52,$4594.64
Clayton Gibson,50,$5218.48
Dustin Beck,51,$1931.76
Corey Olson,50,$2965.84
Andre Peters,42,$2474.80
Samuel Powers,39,$9254.97
Joe Jefferson,46,$7349.63
Chris Clarke,27,$7694.18
Rhoda McBride,49,$900.83
Alfred Moran,27,$1638.53
Francis Thompson,48,$8322.12
Gussie Silva,25,$6565.05
Lucas Underwood,50,$8390.08
Daisy Flores,31,$3512.09
Cameron Stone,55,$4835.95
Bertha Moody,26,$4715.55
Helen Vega,37,$1704.07
Jayden Duncan,31,$7931.66
Olga McLaughlin,36,$2728.94
Jordan Ruiz,63,$1691.15
Jacob Rhodes,23,$9166.44
Joe Potter,28,$9393.54
Rosie Murray,64,$2407.69
Elsie Wheeler,39,$9690.19
Tom Woods,37,$7361.99
Leroy Ortiz,28,$8808.59
Alfred Simon,29,$1970.89
Betty Francis,19,$7172.32
Sara Hogan,23,$6199.27
Phillip Bates,56,$8707.67
Travis Blake,59,$2013.17
